
======================================================================
RUNNING ALL EXPERIMENTS
Total experiments: 19
Total runs: 1000
Estimated time: ~66.7 minutes (at 4s/run)
======================================================================


######################################################################
# EXPERIMENT: baseline
# Baseline: unmodified airbench94
# Runs: 100
######################################################################


============================================================
Experiment: baseline_ec2132ab
Timestamp: 2025-12-08T21:23:26.463225
Config overrides: None
Number of runs: 100
============================================================

------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
------------------------------------------------------------------------------------------------------
|      40  |      0  |      1.4238  |     0.7100  |   0.6517  |               |              0.4407  |
|          |      1  |      1.2607  |     0.8154  |   0.7163  |               |              0.8529  |
|          |      2  |      1.1602  |     0.8662  |   0.7955  |               |              1.2725  |
|          |      3  |      1.1650  |     0.8584  |   0.8212  |               |              1.6508  |
|          |      4  |      1.1104  |     0.8828  |   0.8709  |               |              2.0337  |
|          |      5  |      1.0732  |     0.9014  |   0.8614  |               |              2.4116  |
|          |      6  |      1.0391  |     0.9297  |   0.8982  |               |              2.7922  |
|          |      7  |      1.0186  |     0.9385  |   0.8961  |               |              3.1725  |
|          |      8  |      0.9648  |     0.9639  |   0.9281  |               |              3.5510  |
|          |      9  |      0.9424  |     0.9795  |   0.9335  |               |              3.9029  |
|          |   eval  |      0.9424  |     0.9795  |   0.9335  |       0.9391  |              4.0735  |
------------------------------------------------------------------------------------------------------
|      41  |      0  |      1.4189  |     0.7158  |   0.5786  |               |              0.4147  |
|          |      1  |      1.2686  |     0.8086  |   0.6726  |               |              0.8286  |
|          |      2  |      1.2109  |     0.8242  |   0.7846  |               |              1.2472  |
|          |      3  |      1.1592  |     0.8574  |   0.7832  |               |              1.6265  |
|          |      4  |      1.1172  |     0.8760  |   0.8343  |               |              2.0062  |
|          |      5  |      1.1006  |     0.8936  |   0.8739  |               |              2.3853  |
|          |      6  |      1.0625  |     0.9111  |   0.8909  |               |              2.7648  |
|          |      7  |      1.0107  |     0.9385  |   0.9041  |               |              3.1445  |
|          |      8  |      0.9668  |     0.9609  |   0.9228  |               |              3.5252  |
|          |      9  |      0.9438  |     0.9805  |   0.9332  |               |              3.8742  |
|          |   eval  |      0.9438  |     0.9805  |   0.9332  |       0.9423  |              4.0447  |
------------------------------------------------------------------------------------------------------
|      42  |      0  |      1.4658  |     0.6904  |   0.6987  |               |              0.4528  |
|          |      1  |      1.2549  |     0.8262  |   0.8013  |               |              0.8660  |
|          |      2  |      1.2207  |     0.8350  |   0.7900  |               |              1.2812  |
|          |      3  |      1.1309  |     0.8838  |   0.8270  |               |              1.6608  |
|          |      4  |      1.1270  |     0.8799  |   0.8488  |               |              2.0413  |
|          |      5  |      1.0723  |     0.9014  |   0.8655  |               |              2.4211  |
|          |      6  |      1.0635  |     0.8994  |   0.8713  |               |              2.8015  |
|          |      7  |      1.0195  |     0.9336  |   0.9036  |               |              3.1815  |
|          |      8  |      0.9629  |     0.9697  |   0.9194  |               |              3.5616  |
|          |      9  |      0.9380  |     0.9834  |   0.9303  |               |              3.9097  |
|          |   eval  |      0.9380  |     0.9834  |   0.9303  |       0.9396  |              4.0803  |
------------------------------------------------------------------------------------------------------
|      43  |      0  |      1.4248  |     0.7178  |   0.6521  |               |              0.4150  |
|          |      1  |      1.2793  |     0.7861  |   0.6492  |               |              0.8267  |
|          |      2  |      1.2070  |     0.8271  |   0.8267  |               |              1.2454  |
|          |      3  |      1.1631  |     0.8555  |   0.8256  |               |              1.6252  |
|          |      4  |      1.1191  |     0.8838  |   0.8371  |               |              2.0097  |
|          |      5  |      1.1455  |     0.8643  |   0.8730  |               |              2.3872  |
|          |      6  |      1.0312  |     0.9297  |   0.8891  |               |              2.7690  |
|          |      7  |      1.0107  |     0.9414  |   0.8982  |               |              3.1493  |
|          |      8  |      0.9580  |     0.9688  |   0.9195  |               |              3.5282  |
|          |      9  |      0.9473  |     0.9736  |   0.9318  |               |              3.8806  |
|          |   eval  |      0.9473  |     0.9736  |   0.9318  |       0.9396  |              4.0493  |
------------------------------------------------------------------------------------------------------
|      44  |      0  |      1.4258  |     0.7178  |   0.5968  |               |              0.4295  |
|          |      1  |      1.2939  |     0.7852  |   0.6396  |               |              0.8438  |
|          |      2  |      1.1875  |     0.8477  |   0.6156  |               |              1.2593  |
|          |      3  |      1.1670  |     0.8467  |   0.7783  |               |              1.6388  |
|          |      4  |      1.1611  |     0.8701  |   0.8286  |               |              2.0182  |
|          |      5  |      1.0957  |     0.8926  |   0.8725  |               |              2.3978  |
|          |      6  |      1.0371  |     0.9258  |   0.8857  |               |              2.7786  |
|          |      7  |      1.0166  |     0.9365  |   0.8946  |               |              3.1593  |
|          |      8  |      0.9717  |     0.9619  |   0.9226  |               |              3.5386  |
|          |      9  |      0.9346  |     0.9834  |   0.9333  |               |              3.8874  |
|          |   eval  |      0.9346  |     0.9834  |   0.9333  |       0.9423  |              4.0586  |
------------------------------------------------------------------------------------------------------
|      45  |      0  |      1.3867  |     0.7314  |   0.6647  |               |              0.4160  |
|          |      1  |      1.2754  |     0.7969  |   0.7947  |               |              0.8285  |
|          |      2  |      1.2090  |     0.8311  |   0.7432  |               |              1.2446  |
|          |      3  |      1.1475  |     0.8623  |   0.8363  |               |              1.6238  |
|          |      4  |      1.1133  |     0.8652  |   0.8357  |               |              2.0028  |
|          |      5  |      1.0957  |     0.8916  |   0.8312  |               |              2.3826  |
|          |      6  |      1.0439  |     0.9141  |   0.8904  |               |              2.7627  |
|          |      7  |      1.0078  |     0.9404  |   0.8963  |               |              3.1424  |
|          |      8  |      0.9692  |     0.9600  |   0.9213  |               |              3.5219  |
|          |      9  |      0.9414  |     0.9805  |   0.9306  |               |              3.8705  |
|          |   eval  |      0.9414  |     0.9805  |   0.9306  |       0.9388  |              4.0408  |
------------------------------------------------------------------------------------------------------
|      46  |      0  |      1.4082  |     0.7334  |   0.6569  |               |              0.4170  |
|          |      1  |      1.2764  |     0.7939  |   0.7409  |               |              0.8301  |
|          |      2  |      1.2334  |     0.8047  |   0.7844  |               |              1.2457  |
|          |      3  |      1.1807  |     0.8574  |   0.7577  |               |              1.6262  |
|          |      4  |      1.1250  |     0.8682  |   0.8570  |               |              2.0072  |
|          |      5  |      1.1250  |     0.8682  |   0.8680  |               |              2.3869  |
|          |      6  |      1.0508  |     0.9141  |   0.8861  |               |              2.7664  |
|          |      7  |      1.0332  |     0.9258  |   0.9033  |               |              3.1460  |
|          |      8  |      0.9893  |     0.9482  |   0.9210  |               |              3.5259  |
|          |      9  |      0.9443  |     0.9766  |   0.9343  |               |              3.8755  |
|          |   eval  |      0.9443  |     0.9766  |   0.9343  |       0.9400  |              4.0454  |
------------------------------------------------------------------------------------------------------
|      47  |      0  |      1.4219  |     0.7021  |   0.6969  |               |              0.4156  |
|          |      1  |      1.2920  |     0.7969  |   0.8006  |               |              0.8275  |
|          |      2  |      1.2305  |     0.8125  |   0.7148  |               |              1.2434  |
|          |      3  |      1.1465  |     0.8574  |   0.8291  |               |              1.6217  |
|          |      4  |      1.1357  |     0.8633  |   0.8388  |               |              2.0020  |
|          |      5  |      1.1113  |     0.8857  |   0.8315  |               |              2.3832  |
|          |      6  |      1.0615  |     0.9023  |   0.8587  |               |              2.7634  |
|          |      7  |      1.0088  |     0.9336  |   0.8994  |               |              3.1434  |
|          |      8  |      0.9731  |     0.9590  |   0.9233  |               |              3.5223  |
|          |      9  |      0.9424  |     0.9756  |   0.9338  |               |              3.8716  |
|          |   eval  |      0.9424  |     0.9756  |   0.9338  |       0.9392  |              4.0429  |
------------------------------------------------------------------------------------------------------
|      48  |      0  |      1.4414  |     0.7012  |   0.6566  |               |              0.4153  |
|          |      1  |      1.2705  |     0.8008  |   0.7219  |               |              0.8264  |
|          |      2  |      1.1992  |     0.8379  |   0.8184  |               |              1.2443  |
|          |      3  |      1.1396  |     0.8750  |   0.8374  |               |              1.6214  |
|          |      4  |      1.1396  |     0.8701  |   0.8131  |               |              2.0056  |
|          |      5  |      1.1172  |     0.8789  |   0.8662  |               |              2.3851  |
|          |      6  |      1.0527  |     0.9160  |   0.8714  |               |              2.7652  |
|          |      7  |      1.0244  |     0.9277  |   0.8884  |               |              3.1458  |
|          |      8  |      0.9795  |     0.9541  |   0.9231  |               |              3.5250  |
|          |      9  |      0.9492  |     0.9697  |   0.9320  |               |              3.8773  |
|          |   eval  |      0.9492  |     0.9697  |   0.9320  |       0.9388  |              4.0485  |
------------------------------------------------------------------------------------------------------
|      49  |      0  |      1.4844  |     0.6533  |   0.6342  |               |              0.4396  |
|          |      1  |      1.2549  |     0.8223  |   0.7558  |               |              0.8524  |
|          |      2  |      1.1719  |     0.8545  |   0.8010  |               |              1.2697  |
|          |      3  |      1.1572  |     0.8652  |   0.7951  |               |              1.6502  |
|          |      4  |      1.1221  |     0.8799  |   0.8512  |               |              2.0282  |
|          |      5  |      1.0850  |     0.8975  |   0.8615  |               |              2.4086  |
|          |      6  |      1.0488  |     0.9141  |   0.8920  |               |              2.7889  |
|          |      7  |      1.0166  |     0.9395  |   0.9029  |               |              3.1685  |
|          |      8  |      0.9746  |     0.9609  |   0.9249  |               |              3.5489  |
|          |      9  |      0.9424  |     0.9805  |   0.9330  |               |              3.8967  |
|          |   eval  |      0.9424  |     0.9805  |   0.9330  |       0.9396  |              4.0667  |
------------------------------------------------------------------------------------------------------

============================================================
RESULTS: Q3_eps_1e-3_d9fdd1d2
Accuracy: 0.9402 ± 0.0014
Time:     4.0605 ± 0.0179 seconds
============================================================

Results saved to: experiment_logs/Q3_eps_1e-3_d9fdd1d2

######################################################################
# EXPERIMENT: Q3_eps_5e-3
# Q3: Whitening epsilon 5e-3 (more regularization)
# Runs: 50
######################################################################


============================================================
Experiment: Q3_eps_5e-3_2c5c2a96
Timestamp: 2025-12-08T22:04:21.389737
Config overrides: {'whiten': {'eps': 0.005}}
Number of runs: 50
============================================================

------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
------------------------------------------------------------------------------------------------------
|       0  |      0  |      1.3691  |     0.7510  |   0.6922  |               |              0.4165  |
|          |      1  |      1.3047  |     0.7793  |   0.7526  |               |              0.8306  |
|          |      2  |      1.2334  |     0.8203  |   0.6666  |               |              1.2475  |
|          |      3  |      1.1738  |     0.8408  |   0.8025  |               |              1.6283  |
|          |      4  |      1.1260  |     0.8750  |   0.8409  |               |              2.0084  |
|          |      5  |      1.0723  |     0.9062  |   0.8389  |               |              2.3887  |
|          |      6  |      1.0312  |     0.9258  |   0.8848  |               |              2.7669  |
|          |      7  |      1.0107  |     0.9404  |   0.9074  |               |              3.1461  |
|          |      8  |      0.9600  |     0.9648  |   0.9239  |               |              3.5269  |
|          |      9  |      0.9556  |     0.9697  |   0.9329  |               |              3.8766  |
|          |   eval  |      0.9556  |     0.9697  |   0.9329  |       0.9414  |              4.0460  |
------------------------------------------------------------------------------------------------------
|       1  |      0  |      1.4756  |     0.6768  |   0.6724  |               |              0.4547  |
|          |      1  |      1.2354  |     0.8184  |   0.7746  |               |              0.8682  |
|          |      2  |      1.1787  |     0.8555  |   0.8048  |               |              1.2838  |
|          |      3  |      1.1562  |     0.8525  |   0.8026  |               |              1.6635  |
|          |      4  |      1.1016  |     0.8984  |   0.8533  |               |              2.0438  |
|          |      5  |      1.0996  |     0.8789  |   0.8689  |               |              2.4244  |
|          |      6  |      1.0391  |     0.9229  |   0.8999  |               |              2.8037  |
|          |      7  |      1.0361  |     0.9199  |   0.8889  |               |              3.1843  |
|          |      8  |      0.9634  |     0.9639  |   0.9287  |               |              3.5643  |
|          |      9  |      0.9507  |     0.9707  |   0.9362  |               |              3.9134  |
|          |   eval  |      0.9507  |     0.9707  |   0.9362  |       0.9415  |              4.0840  |
------------------------------------------------------------------------------------------------------
|       2  |      0  |      1.4443  |     0.7090  |   0.5946  |               |              0.4147  |
|          |      1  |      1.2910  |     0.7734  |   0.5163  |               |              0.8262  |
|          |      2  |      1.1973  |     0.8379  |   0.7308  |               |              1.2463  |
|          |      3  |      1.1377  |     0.8662  |   0.8323  |               |              1.6252  |
|          |      4  |      1.1299  |     0.8701  |   0.8566  |               |              2.0073  |
|          |      5  |      1.1094  |     0.8779  |   0.8547  |               |              2.3865  |
|          |      6  |      1.0469  |     0.9111  |   0.8913  |               |              2.7672  |
|          |      7  |      1.0254  |     0.9326  |   0.8997  |               |              3.1486  |
|          |      8  |      0.9751  |     0.9561  |   0.9189  |               |              3.5276  |
|          |      9  |      0.9478  |     0.9727  |   0.9287  |               |              3.8778  |
|          |   eval  |      0.9478  |     0.9727  |   0.9287  |       0.9388  |              4.0487  |
------------------------------------------------------------------------------------------------------
|       3  |      0  |      1.4170  |     0.7305  |   0.6918  |               |              0.4160  |
|          |      1  |      1.2510  |     0.8213  |   0.7338  |               |              0.8289  |
|          |      2  |      1.2344  |     0.8096  |   0.8223  |               |              1.2461  |
|          |      3  |      1.1553  |     0.8535  |   0.8153  |               |              1.6254  |
|          |      4  |      1.1494  |     0.8506  |   0.8120  |               |              2.0077  |
|          |      5  |      1.1094  |     0.8789  |   0.8547  |               |              2.3880  |
|          |      6  |      1.0547  |     0.9131  |   0.8780  |               |              2.7696  |
|          |      7  |      1.0039  |     0.9404  |   0.9069  |               |              3.1505  |
|          |      8  |      0.9639  |     0.9658  |   0.9242  |               |              3.5296  |
|          |      9  |      0.9375  |     0.9785  |   0.9333  |               |              3.8806  |
|          |   eval  |      0.9375  |     0.9785  |   0.9333  |       0.9412  |              4.0518  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4521  |     0.6807  |   0.6553  |               |              0.4158  |
|          |      1  |      1.2959  |     0.7891  |   0.7448  |               |              0.8283  |
|          |      2  |      1.1826  |     0.8467  |   0.7503  |               |              1.2437  |
|          |      3  |      1.1855  |     0.8379  |   0.8002  |               |              1.6229  |
|          |      4  |      1.1201  |     0.8857  |   0.8555  |               |              2.0025  |
|          |      5  |      1.0889  |     0.9004  |   0.8719  |               |              2.3827  |
|          |      6  |      1.0557  |     0.9131  |   0.8897  |               |              2.7633  |
|          |      7  |      1.0146  |     0.9355  |   0.8850  |               |              3.1437  |
|          |      8  |      0.9629  |     0.9658  |   0.9234  |               |              3.5232  |
|          |      9  |      0.9424  |     0.9785  |   0.9338  |               |              3.8713  |
|          |   eval  |      0.9424  |     0.9785  |   0.9338  |       0.9403  |              4.0426  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4229  |     0.7061  |   0.7161  |               |              0.4165  |
|          |      1  |      1.2432  |     0.8125  |   0.7451  |               |              0.8306  |
|          |      2  |      1.2109  |     0.8330  |   0.7509  |               |              1.2469  |
|          |      3  |      1.1436  |     0.8662  |   0.8298  |               |              1.6270  |
|          |      4  |      1.1514  |     0.8555  |   0.8302  |               |              2.0086  |
|          |      5  |      1.1055  |     0.8799  |   0.8526  |               |              2.3891  |
|          |      6  |      1.0371  |     0.9229  |   0.9001  |               |              2.7672  |
|          |      7  |      1.0088  |     0.9414  |   0.8967  |               |              3.1462  |
|          |      8  |      0.9648  |     0.9658  |   0.9130  |               |              3.5276  |
|          |      9  |      0.9463  |     0.9746  |   0.9325  |               |              3.8770  |
|          |   eval  |      0.9463  |     0.9746  |   0.9325  |       0.9382  |              4.0473  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4072  |     0.7070  |   0.6367  |               |              0.4161  |
|          |      1  |      1.2656  |     0.7979  |   0.7469  |               |              0.8297  |
|          |      2  |      1.1973  |     0.8564  |   0.7918  |               |              1.2460  |
|          |      3  |      1.1689  |     0.8506  |   0.8162  |               |              1.6258  |
|          |      4  |      1.1270  |     0.8701  |   0.8284  |               |              2.0064  |
|          |      5  |      1.0986  |     0.8828  |   0.8527  |               |              2.3867  |
|          |      6  |      1.0547  |     0.9121  |   0.8913  |               |              2.7659  |
|          |      7  |      1.0166  |     0.9375  |   0.9041  |               |              3.1454  |
|          |      8  |      0.9668  |     0.9629  |   0.9223  |               |              3.5260  |
|          |      9  |      0.9365  |     0.9775  |   0.9320  |               |              3.8759  |
|          |   eval  |      0.9365  |     0.9775  |   0.9320  |       0.9389  |              4.0455  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4160  |     0.7227  |   0.6916  |               |              0.4171  |
|          |      1  |      1.2793  |     0.7920  |   0.7171  |               |              0.8298  |
|          |      2  |      1.1973  |     0.8379  |   0.8311  |               |              1.2444  |
|          |      3  |      1.1533  |     0.8574  |   0.7398  |               |              1.6239  |
|          |      4  |      1.1348  |     0.8730  |   0.8107  |               |              2.0042  |
|          |      5  |      1.0947  |     0.8828  |   0.8674  |               |              2.3848  |
|          |      6  |      1.0215  |     0.9297  |   0.8853  |               |              2.7652  |
|          |      7  |      1.0117  |     0.9404  |   0.8988  |               |              3.1450  |
|          |      8  |      0.9800  |     0.9629  |   0.9166  |               |              3.5233  |
|          |      9  |      0.9419  |     0.9688  |   0.9333  |               |              3.8723  |
|          |   eval  |      0.9419  |     0.9688  |   0.9333  |       0.9403  |              4.0427  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4521  |     0.6953  |   0.6314  |               |              0.4165  |
|          |      1  |      1.2402  |     0.8193  |   0.7028  |               |              0.8305  |
|          |      2  |      1.2100  |     0.8379  |   0.7942  |               |              1.2454  |
|          |      3  |      1.1650  |     0.8535  |   0.8104  |               |              1.6246  |
|          |      4  |      1.1514  |     0.8701  |   0.8543  |               |              2.0066  |
|          |      5  |      1.0820  |     0.9033  |   0.8388  |               |              2.3849  |
|          |      6  |      1.0498  |     0.9111  |   0.8962  |               |              2.7641  |
|          |      7  |      1.0225  |     0.9346  |   0.8996  |               |              3.1440  |
|          |      8  |      0.9600  |     0.9678  |   0.9212  |               |              3.5243  |
|          |      9  |      0.9453  |     0.9766  |   0.9333  |               |              3.8736  |
|          |   eval  |      0.9453  |     0.9766  |   0.9333  |       0.9384  |              4.0432  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4717  |     0.6826  |   0.6410  |               |              0.4161  |
|          |      1  |      1.2559  |     0.8027  |   0.7592  |               |              0.8287  |
|          |      2  |      1.1738  |     0.8555  |   0.7229  |               |              1.2453  |
|          |      3  |      1.1406  |     0.8809  |   0.7776  |               |              1.6253  |
|          |      4  |      1.1484  |     0.8613  |   0.8409  |               |              2.0051  |
|          |      5  |      1.0869  |     0.8965  |   0.8201  |               |              2.3839  |
|          |      6  |      1.0400  |     0.9180  |   0.8883  |               |              2.7631  |
|          |      7  |      1.0195  |     0.9365  |   0.9056  |               |              3.1440  |
|          |      8  |      0.9712  |     0.9668  |   0.9247  |               |              3.5244  |
|          |      9  |      0.9341  |     0.9814  |   0.9339  |               |              3.8728  |
|          |   eval  |      0.9341  |     0.9814  |   0.9339  |       0.9408  |              4.0428  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.3896  |     0.7334  |   0.6444  |               |              0.4140  |
|          |      1  |      1.2686  |     0.8057  |   0.6289  |               |              0.8268  |
|          |      2  |      1.1953  |     0.8564  |   0.7986  |               |              1.2441  |
|          |      3  |      1.1475  |     0.8662  |   0.8179  |               |              1.6219  |
|          |      4  |      1.1133  |     0.8867  |   0.8364  |               |              2.0050  |
|          |      5  |      1.0869  |     0.8965  |   0.8066  |               |              2.3839  |
|          |      6  |      1.0518  |     0.9033  |   0.8883  |               |              2.7658  |
|          |      7  |      1.0205  |     0.9336  |   0.9064  |               |              3.1455  |
|          |      8  |      0.9678  |     0.9580  |   0.9260  |               |              3.5238  |
|          |      9  |      0.9492  |     0.9727  |   0.9335  |               |              3.8757  |
|          |   eval  |      0.9492  |     0.9727  |   0.9335  |       0.9410  |              4.0452  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4131  |     0.7109  |   0.6765  |               |              0.4403  |
|          |      1  |      1.2656  |     0.7959  |   0.7661  |               |              0.8541  |
|          |      2  |      1.2217  |     0.8213  |   0.7616  |               |              1.2688  |
|          |      3  |      1.1533  |     0.8604  |   0.7991  |               |              1.6496  |
|          |      4  |      1.1309  |     0.8799  |   0.8298  |               |              2.0291  |
|          |      5  |      1.0938  |     0.9023  |   0.8476  |               |              2.4094  |
|          |      6  |      1.0527  |     0.9111  |   0.8847  |               |              2.7895  |
|          |      7  |      1.0225  |     0.9385  |   0.8984  |               |              3.1689  |
|          |      8  |      0.9629  |     0.9678  |   0.9229  |               |              3.5486  |
|          |      9  |      0.9404  |     0.9844  |   0.9329  |               |              3.8963  |
|          |   eval  |      0.9404  |     0.9844  |   0.9329  |       0.9418  |              4.0665  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.3867  |     0.7295  |   0.6748  |               |              0.4566  |
|          |      1  |      1.2676  |     0.8096  |   0.7565  |               |              0.8700  |
|          |      2  |      1.1807  |     0.8467  |   0.8347  |               |              1.2874  |
|          |      3  |      1.1543  |     0.8584  |   0.8107  |               |              1.6676  |
|          |      4  |      1.1143  |     0.8867  |   0.8689  |               |              2.0505  |
|          |      5  |      1.1094  |     0.8838  |   0.8389  |               |              2.4289  |
|          |      6  |      1.0713  |     0.9082  |   0.8828  |               |              2.8094  |
|          |      7  |      1.0234  |     0.9287  |   0.9111  |               |              3.1903  |
|          |      8  |      0.9600  |     0.9658  |   0.9250  |               |              3.5696  |
|          |      9  |      0.9473  |     0.9736  |   0.9343  |               |              3.9204  |
|          |   eval  |      0.9473  |     0.9736  |   0.9343  |       0.9418  |              4.0910  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4395  |     0.6963  |   0.6214  |               |              0.4539  |
|          |      1  |      1.3115  |     0.7773  |   0.7790  |               |              0.8668  |
|          |      2  |      1.2070  |     0.8350  |   0.7912  |               |              1.2856  |
|          |      3  |      1.1855  |     0.8379  |   0.8211  |               |              1.6647  |
|          |      4  |      1.1230  |     0.8867  |   0.8394  |               |              2.0467  |
|          |      5  |      1.0762  |     0.9082  |   0.8570  |               |              2.4257  |
|          |      6  |      1.0449  |     0.9160  |   0.8905  |               |              2.8068  |
|          |      7  |      1.0264  |     0.9287  |   0.9049  |               |              3.1878  |
|          |      8  |      0.9722  |     0.9619  |   0.9254  |               |              3.5666  |
|          |      9  |      0.9438  |     0.9785  |   0.9342  |               |              3.9160  |
|          |   eval  |      0.9438  |     0.9785  |   0.9342  |       0.9411  |              4.0880  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4395  |     0.7012  |   0.6629  |               |              0.4615  |
|          |      1  |      1.2520  |     0.8193  |   0.7703  |               |              0.8747  |
|          |      2  |      1.2012  |     0.8506  |   0.7961  |               |              1.2893  |
|          |      3  |      1.1719  |     0.8457  |   0.8340  |               |              1.6669  |
|          |      4  |      1.1240  |     0.8701  |   0.8245  |               |              2.0481  |
|          |      5  |      1.0840  |     0.8984  |   0.8598  |               |              2.4286  |
|          |      6  |      1.0615  |     0.9121  |   0.8752  |               |              2.8086  |
|          |      7  |      0.9995  |     0.9482  |   0.9055  |               |              3.1885  |
|          |      8  |      0.9668  |     0.9629  |   0.9230  |               |              3.5674  |
|          |      9  |      0.9517  |     0.9746  |   0.9330  |               |              3.9166  |
|          |   eval  |      0.9517  |     0.9746  |   0.9330  |       0.9396  |              4.0880  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4521  |     0.7070  |   0.6876  |               |              0.4530  |
|          |      1  |      1.2520  |     0.8115  |   0.6891  |               |              0.8635  |
|          |      2  |      1.2217  |     0.8311  |   0.7745  |               |              1.2833  |
|          |      3  |      1.1807  |     0.8418  |   0.7043  |               |              1.6617  |
|          |      4  |      1.1484  |     0.8506  |   0.8610  |               |              2.0435  |
|          |      5  |      1.0791  |     0.8945  |   0.8623  |               |              2.4237  |
|          |      6  |      1.0420  |     0.9209  |   0.8822  |               |              2.8044  |
|          |      7  |      1.0195  |     0.9307  |   0.8982  |               |              3.1854  |
|          |      8  |      0.9741  |     0.9629  |   0.9180  |               |              3.5634  |
|          |      9  |      0.9448  |     0.9756  |   0.9324  |               |              3.9142  |
|          |   eval  |      0.9448  |     0.9756  |   0.9324  |       0.9417  |              4.0855  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4473  |     0.6797  |   0.6610  |               |              0.4523  |
|          |      1  |      1.2607  |     0.8047  |   0.7107  |               |              0.8652  |
|          |      2  |      1.2129  |     0.8262  |   0.7754  |               |              1.2804  |
|          |      3  |      1.1367  |     0.8721  |   0.8460  |               |              1.6597  |
|          |      4  |      1.1240  |     0.8740  |   0.8735  |               |              2.0391  |
|          |      5  |      1.1084  |     0.8848  |   0.8550  |               |              2.4189  |
|          |      6  |      1.0469  |     0.9150  |   0.8699  |               |              2.7990  |
|          |      7  |      1.0225  |     0.9238  |   0.9063  |               |              3.1785  |
|          |      8  |      0.9604  |     0.9648  |   0.9183  |               |              3.5569  |
|          |      9  |      0.9351  |     0.9834  |   0.9356  |               |              3.9051  |
|          |   eval  |      0.9351  |     0.9834  |   0.9356  |       0.9415  |              4.0759  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4561  |     0.6914  |   0.6943  |               |              0.4613  |
|          |      1  |      1.2627  |     0.8105  |   0.6850  |               |              0.8739  |
|          |      2  |      1.2021  |     0.8291  |   0.7880  |               |              1.2925  |
|          |      3  |      1.1406  |     0.8584  |   0.8151  |               |              1.6724  |
|          |      4  |      1.1270  |     0.8711  |   0.8457  |               |              2.0554  |
|          |      5  |      1.1055  |     0.8828  |   0.8665  |               |              2.4336  |
|          |      6  |      1.0566  |     0.9072  |   0.8538  |               |              2.8143  |
|          |      7  |      1.0186  |     0.9355  |   0.8990  |               |              3.1951  |
|          |      8  |      0.9692  |     0.9678  |   0.9251  |               |              3.5748  |
|          |      9  |      0.9365  |     0.9795  |   0.9343  |               |              3.9261  |
|          |   eval  |      0.9365  |     0.9795  |   0.9343  |       0.9419  |              4.0964  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4336  |     0.7012  |   0.6499  |               |              0.4396  |
|          |      1  |      1.2578  |     0.8008  |   0.7260  |               |              0.8539  |
|          |      2  |      1.1885  |     0.8447  |   0.7529  |               |              1.2694  |
|          |      3  |      1.1328  |     0.8848  |   0.7857  |               |              1.6504  |
|          |      4  |      1.1338  |     0.8760  |   0.8027  |               |              2.0307  |
|          |      5  |      1.1123  |     0.8848  |   0.8444  |               |              2.4111  |
|          |      6  |      1.0459  |     0.9219  |   0.8818  |               |              2.7912  |
|          |      7  |      1.0195  |     0.9385  |   0.9083  |               |              3.1718  |
|          |      8  |      0.9648  |     0.9717  |   0.9256  |               |              3.5528  |
|          |      9  |      0.9443  |     0.9766  |   0.9335  |               |              3.9022  |
|          |   eval  |      0.9443  |     0.9766  |   0.9335  |       0.9409  |              4.0729  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4004  |     0.7266  |   0.7071  |               |              0.4601  |
|          |      1  |      1.2598  |     0.8076  |   0.7667  |               |              0.8746  |
|          |      2  |      1.1914  |     0.8418  |   0.7080  |               |              1.2904  |
|          |      3  |      1.1396  |     0.8682  |   0.8293  |               |              1.6711  |
|          |      4  |      1.1279  |     0.8760  |   0.8639  |               |              2.0506  |
|          |      5  |      1.0713  |     0.9072  |   0.8532  |               |              2.4319  |
|          |      6  |      1.0566  |     0.9102  |   0.8995  |               |              2.8109  |
|          |      7  |      0.9990  |     0.9473  |   0.9052  |               |              3.1913  |
|          |      8  |      0.9712  |     0.9531  |   0.9207  |               |              3.5729  |
|          |      9  |      0.9438  |     0.9746  |   0.9353  |               |              3.9226  |
|          |   eval  |      0.9438  |     0.9746  |   0.9353  |       0.9412  |              4.0928  |
------------------------------------------------------------------------------------------------------
